N,P,K,pH,Moisture,Rainfall,Humidity,Temperature,Label,Season,Soil_Type,Location,Sowing_Time,Fertilizer,Compost,Pest_Control
22,16,27,6.006784979,76,188.9252083,90.27214288,29.1797902,coconut,Unknown,Any,Any,Any,NPK,Compost,None
27,8,30,6.008386282999999,88,221.2258168,98.29937782,26.44600063,coconut,Unknown,Any,Any,Any,NPK,Compost,None
22,8,33,5.665785202,82,203.9283708,95.8840407,28.43572863,coconut,Unknown,Any,Any,Any,NPK,Compost,None
28,27,32,5.764615485,77,191.7723087,93.00109012,28.94099669,coconut,Unknown,Any,Any,Any,NPK,Compost,None
23,21,26,5.9014955439999985,60,149.2220255,93.45042636,26.45488737,coconut,Unknown,Any,Any,Any,NPK,Compost,None
37,5,34,5.779032666,61,152.42387119999995,93.84150618,25.79490531,coconut,Unknown,Any,Any,Any,NPK,Compost,None
19,26,29,5.67154928,67,166.5712879,98.80313612,26.93141945,coconut,Unknown,Any,Any,Any,NPK,Compost,None
133,47,24,7.231324765,36,90.8022356,79.19732001,24.40228894,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
136,36,20,6.925412377000001,29,71.29581071,84.86275707,23.09595631,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
104,47,18,7.633437412,36,90.75616738,76.97696717,23.9656349,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
133,47,23,6.827354668,36,89.76050416,75.62137159,24.88738107,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
126,38,23,6.176716425,35,88.43618918,83.63276077,25.36243778,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
126,50,19,6.6287228360000015,31,78.58494391,81.7358876,24.69457084,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
113,41,20,7.256877571,39,96.32600992,80.53965818,25.0017188,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
121,45,22,6.443785385,26,64.23026638,81.30681027,22.45942937,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
121,47,16,7.7232401510000015,29,72.49800885,79.29573149,23.60564038,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
129,60,22,5.947448589,29,71.94608134,79.12404171,24.58453146,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
107,45,25,7.2277455160000015,29,71.84080724,83.55546146,23.0865933,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
122,59,18,6.219469084,32,79.81328183,83.63488952,23.5000992,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
140,38,15,6.021439523,28,69.91563467,75.88298598,24.1472953,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
102,49,21,6.253343655,36,89.799462,84.84422454,24.69315538,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
111,40,25,6.1874557989999985,36,90.94342484,84.44932014,24.484692000000006,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
131,35,18,7.0576933660000005,26,64.02949379,82.24415809,24.49112609,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
135,43,16,6.720449769,35,86.76287924,81.73049149,23.47986888,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
100,46,18,6.4316895060000006,28,69.08056728,76.04203958,24.18586246,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
123,39,24,7.453106264,34,86.06411872,78.17952126,25.00755095,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
117,56,15,7.368258226,36,89.1188212,77.0543546,25.99237426,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
121,36,24,7.352401887,40,99.36898373,81.69105088,23.66457347,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
101,58,18,6.652143699,31,78.59595817,81.38103349,25.66891439,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
107,42,24,6.144631795,34,86.00758678,84.62978302,22.04612876,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
100,41,22,7.318802162000001,37,93.46595573,84.55794703,22.4204752,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
125,39,21,7.954629324,38,95.0191318,82.21276599,25.03149561,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
105,60,23,6.207652157,35,87.54004943,77.21705554,23.53371386,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
102,46,19,6.631005298,33,81.49543437,82.5993307,22.77076388,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
131,49,22,7.306918817000001,27,67.05961949,79.9751579,25.49848236,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
139,35,15,5.898293044,35,86.55517751,83.4630147,25.248679,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
108,36,19,7.238566893,26,64.61444234,77.51235009,22.78249615,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
118,45,23,7.977651226,29,71.67870701,77.43198948,23.37044424,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
107,51,22,5.983075895,32,79.56866268,78.22080815,24.86560781,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
125,60,17,6.785723961,32,80.36146974,84.51591287,24.14386157,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
113,37,20,7.393441155,39,97.10087029,79.04368718,25.03300222,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
131,52,16,6.486068274,35,88.54479121,84.47601498,23.65724079,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
115,48,16,7.175934962,36,88.94245493,84.09229796,25.54359718,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
113,38,25,7.388265887999999,36,90.42224164,79.47270984,22.00085141,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
111,41,18,6.10539819,32,80.96157332,78.1258666,23.64328417,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
111,53,19,6.419536555,34,84.63148859,78.02763149,23.96436009,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
122,48,16,6.307585854,25,61.82980133,75.6350708,24.65425757,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
108,46,17,6.93221485,26,65.0247867,84.87668973,24.3017998,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
132,41,22,7.810865753,36,90.41694635,81.02453404,24.29144926,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
103,42,17,6.527541661,32,81.05902285,84.61527627,24.29470232,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
133,50,25,7.569454601,40,99.93100821,81.19666206,25.72180042,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
127,37,18,7.041065585,37,91.9223468,76.30050373,24.87663664,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
110,39,25,7.208795456,30,75.13617229,77.34264002,22.60612115,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
131,38,19,6.814341946,36,90.4547185,75.68339729,23.86814008,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
108,38,24,7.442217061,32,78.82199603,76.43836957,23.41022496,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
122,40,17,6.854558957,32,80.03995829,81.31677618,24.96440768,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
111,50,15,7.884550475,34,84.62419032,80.30351815,25.16820129,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
140,40,17,6.006085786,31,77.55176318,77.07598065,22.72767171,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
100,40,20,7.432043735,35,86.84998693,76.25674874,22.45145981,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
123,50,16,6.498052108,28,70.65644296,75.53835214,23.04920461,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
107,36,21,6.205263534,25,62.64174227,75.66653335,25.29250148,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
118,50,19,6.360812227,27,66.48339303,82.33733678,22.95604064,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
103,51,20,7.0466074339999984,37,91.6389565,84.14668447,22.80213132,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
133,57,19,7.947011366,34,84.12536744,75.98203329,23.54234715,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
129,47,20,6.281913857999999,39,98.60457373,80.80343786,24.41212325,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
116,52,19,6.114525877,27,67.08022574,75.37170612,22.94276687,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
114,40,23,6.7539780610000015,38,95.4262599,81.13668716,25.53676123,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
131,60,17,7.4250413160000015,33,83.46532547,81.79475917,25.32023717,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
107,43,18,6.745104394,26,65.54475812,81.53480799,22.426733,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
123,44,21,7.6411165689999985,37,91.39578861,75.00539324,25.78544484,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
112,49,25,6.470135478,26,66.19426787,77.90621048,25.68959532,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
119,44,15,7.091992365,24,60.65381719,82.85975490000001,22.14593688,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
130,59,19,6.520403794,37,93.51042684,82.50257909,25.07278712,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
127,53,24,6.127939627999999,28,70.40557612,76.17851932,22.21506982,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
134,52,18,7.994679507000001,30,76.13090645,76.59175937,23.9643129,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
109,36,18,7.524707577,25,62.51388670000001,76.53237965,25.40059227,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
100,48,17,7.827877817999999,27,66.26555904,83.03878838,23.7805123,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
132,52,19,6.436691764,25,61.94626051,76.7433897,24.16402322,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
102,37,25,5.907930899,29,72.82902109,77.91757121,25.31468463,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
111,39,22,6.135025006,35,88.57395505,80.35090459999998,22.60361557,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
117,51,15,6.044556594,40,99.75336197,78.71555832,22.9535715,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
136,36,24,7.59781958,36,90.07326633,80.41198458,22.74446976,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
134,56,18,6.691268104,28,70.97358303,83.91902605,23.80834611,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
112,54,15,6.1754923060000015,31,76.88582484,81.56641891,25.46228792,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
105,56,15,7.272316208999999,30,74.14169043,81.97904282,25.96779712,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
140,45,15,5.801047545,40,99.39557151,80.04662756,25.5308271,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
126,46,25,6.757457943,24,60.79645852,81.69801729,24.43847399,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
106,49,24,6.983395572999999,36,90.64770699,76.47039772,23.03887865,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
121,53,19,7.976889497999999,32,80.11272117,76.72621429,23.51308653,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
108,60,17,6.558902588,39,97.76600619,76.75768356,22.75805656,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
116,56,17,7.979090365,34,85.24963302,77.7293114,24.71252544,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
100,52,19,7.903528672999999,37,93.50153555,82.44777468,23.45969093,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
129,43,16,6.73210948,31,78.58488484,77.85055621,25.5503704,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
118,44,23,6.6916904760000016,27,67.06459777,82.82904143,22.08458267,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
117,43,25,7.839849298,28,69.31153566,78.51206972,24.68854799,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
126,37,21,6.61448588,31,77.03421249,84.16855231,25.84997269,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
120,48,16,7.456971816,29,71.85436078,75.40989245,22.46054478,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
102,45,16,7.2942193,30,74.8984994,77.52425987,23.65629976,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
131,56,20,7.762647875,37,92.23645249,81.83896111,22.00817088,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
114,40,17,6.363406102000001,28,69.45072055,80.13456404,24.32630461,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
101,37,18,7.63737841,37,92.91915074,82.68738535,22.92360984,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
106,46,20,6.2006719760000015,32,81.15072105,78.63388824,23.43821725,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
113,38,20,6.364729934,30,74.94136567,78.58320116,22.10718988,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
102,53,21,6.913678684,37,91.49697481,76.11021529,23.03814028,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
110,39,18,7.766259768999999,26,63.88079866,75.39752705,24.54795322,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
107,58,15,7.55606399,31,76.63669195,75.77503808,23.73868041,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
120,60,15,7.288377241,26,65.35747011,83.86129998,22.31871914,cotton,Kharif,Black Soil,Semi-arid/Sunny,May-Jun,Nitrogen,Cotton Seed Meal,Bollworm
89,47,38,6.002524871,61,151.8869972,72.24850829,25.52468965,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
60,37,39,6.033485257000001,64,161.2469997,82.94164078,26.59104992,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
63,41,45,7.1219335789999985,79,196.6249511,86.88705350000002,25.29781791,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
86,40,39,6.207459637,70,175.60866969999995,88.16513579,25.72100868,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
96,41,40,6.090060478,76,190.4242157,72.00460848,23.58419277,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
100,35,36,6.346715209,76,190.5577618,72.01364411,25.31042337,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
63,37,43,6.661957897000001,74,185.7446728,85.08640476,23.41798979,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
70,43,40,6.176860192,68,169.11680280000004,88.80391021,24.35564134,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
67,55,44,7.251847296,73,182.2685447,75.14640198,26.284017,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
74,40,40,6.386259977999999,68,169.33884650000005,83.12053888,25.13842773,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
89,53,44,7.319735475,60,150.2498675,71.91711523,24.88692811,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
74,46,45,6.025028997000001,76,189.4263485,88.36668522,25.75734909,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
89,41,38,6.344751947000001,80,199.83629130000003,74.68322732,23.12844351,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
60,55,40,7.02777956,61,151.4935635,88.95692783,24.9949957,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
67,43,38,7.299304715,78,195.8645552,70.88259632,25.21622704,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
70,38,35,7.014063944,66,164.2697011,79.26861738,24.39736241,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
74,49,38,7.4880144039999985,66,164.49703730000004,71.4509053,23.31410442,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
90,40,39,6.626503893,77,191.9649389,81.86171563,25.72668885,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
82,35,44,6.239011,68,169.8391177,78.21047693,26.96656378,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
73,45,37,6.742688094,73,181.2783964,74.63745355,23.70467146,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
85,53,38,6.588017308,62,153.8990984,73.84186449,24.90075709,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
81,56,36,7.097586415,70,174.78764109999997,72.60512854,23.39605743,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
84,55,38,6.956682742999999,69,173.1017097,79.78725152,26.8748389,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
80,45,42,7.380396262,61,151.9035477,74.99739774,23.1426498,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
76,54,45,6.176618831,74,184.9800516,77.62976013,24.29496635,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
76,56,39,6.551130445,79,197.1220049,89.89106506,24.39459498,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
81,40,45,6.427726565,70,174.5071843,80.76238215,25.7629429,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
76,44,45,6.740947635,68,168.7848886,84.48235878,25.4879684,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
69,47,40,6.130136384,74,183.8270791,76.2403666,25.37122686,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
82,40,45,6.667633355,72,180.1237765,81.70476368,26.21312799,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
69,57,35,6.1868143920000005,74,186.2337571,78.54340987,24.30748599,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
81,36,38,6.334837865,60,150.31661519999997,87.98329901,23.76554749,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
67,60,38,7.16214284,65,162.2847429,78.53037059,24.79853023,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
72,51,40,7.422318499,80,199.4766779,74.09956958,23.20683504,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
65,39,45,6.768001309,74,184.4633281,70.89000744,23.66805429,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
78,50,43,6.348441469,64,159.5718087,85.72530641,25.12417673,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
77,52,41,6.097294061,67,167.72306319999996,83.46409075,23.89069041,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
89,52,42,6.14132902,79,196.6587013,81.45139295,23.09433785,jute,Kharif,Alluvial,Wetlands,Mar-May,Potash,Jute Stick Compost,Yellow Mite
